Liga,Time,Data,Season,Opp_Rank,PV_Rank,Tier,Contro,Game_ID,Total_GA,Tot_pay_Num,Total_num,Tot_Eur,Par_O_Tot_Num,Par_O_Tot_Eur,Par_O_Tot_Eur_per_Num,Par_O_Abb_Num,Par_O_Abb_Eur,Par_O_Abb_Eur_per_Num,Par_O_Corp_Num,Par_O_Corp_Eur,Par_O_Corp_Eur_per_Num,Par_O_VB_Num,Par_O_VB_Eur,Par_O_VB_Eur_per_Num,Par_O_MP_Num,Par_O_MP_Eur,Par_O_MP_Eur_per_Num,Par_O_Tix_Num,Par_O_Tix_Eur,Par_O_Tix_Eur_per_Num,Par_O_Prot,Par_O_Free_Num,Par_EX_Tot_Num,Par_EX_Tot_Eur,Par_EX_Tot_Eur_per_Num,Par_EX_Abb_Num,Par_EX_Abb_Eur,Par_EX_Abb_Eur_per_Num,Par_EX_Corp_Num,Par_EX_Corp_Eur,Par_EX_Corp_Eur_per_Num,Par_EX_VB_Num,Par_EX_VB_Eur,Par_EX_VB_Eur_per_Num,Par_EX_MP_Num,Par_EX_MP_Eur,Par_EX_MP_Eur_per_Num,Par_EX_Tix_Num,Par_EX_Tix_Eur,Par_EX_Tix_Eur_per_Num,Par_EX_Prot,Par_EX_Free_Num,Par_E_Tot_Num,Par_E_Tot_Eur,Par_E_Tot_Eur_per_Num,Par_E_Abb_Num,Par_E_Abb_Eur,Par_E_Abb_Eur_per_Num,Par_E_Corp_Num,Par_E_Corp_Eur,Par_E_Corp_Eur_per_Num,Par_E_VB_Num,Par_E_VB_Eur,Par_E_VB_Eur_per_Num,Par_E_MP_Num,Par_E_MP_Eur,Par_E_MP_Eur_per_Num,Par_E_Tix_Num,Par_E_Tix_Eur,Par_E_Tix_Eur_per_Num,Par_E_Prot,Par_E_Free_Num,Trib_G_Tot_Num,Trib_G_Tot_Eur,Trib_G_Tot_Eur_per_Num,Trib_G_Abb_Num,Trib_G_Abb_Eur,Trib_G_Abb_Eur_per_Num,Trib_G_Corp_Num,Trib_G_Corp_Eur,Trib_G_Corp_Eur_per_Num,Trib_G_VB_Num,Trib_G_VB_Eur,Trib_G_VB_Eur_per_Num,Trib_G_MP_Num,Trib_G_MP_Eur,Trib_G_MP_Eur_per_Num,Trib_G_Tix_Num,Trib_G_Tix_Eur,Trib_G_Tix_Eur_per_Num,Trib_G_Prot,Trib_G_Free_Num,Trib_S_Tot_Num,Trib_S_Tot_Eur,Trib_S_Tot_Eur_per_Num,Trib_S_Abb_Num,Trib_S_Abb_Eur,Trib_S_Abb_Eur_per_Num,Trib_S_Corp_Num,Trib_S_Corp_Eur,Trib_S_Corp_Eur_per_Num,Trib_S_VB_Num,Trib_S_VB_Eur,Trib_S_VB_Eur_per_Num,Trib_S_MP_Num,Trib_S_MP_Eur,Trib_S_MP_Eur_per_Num,Trib_S_Tix_Num,Trib_S_Tix_Eur,Trib_S_Eur_per_Num,Trib_S_Prot,Trib_S_Free_Num,Gall_G_Tot_Num,Gall_G_Tot_Eur,Gall_G_Tot_Eur_per_Num,Gall_G_Abb_Num,Gall_G_Abb_Eur,Gall_G_Abb_Eur_per_Num,Gall_G_Corp_Num,Gall_G_Corp_Eur,Gall_G_Corp_Eur_per_Num,Gall_G_VB_Num,Gall_G_VB_Eur,Gall_G_VB_Eur_per_Num,Gall_G_MP_Num,Gall_G_MP_Eur,Gall_G_MP_Eur_per_Num,Gall_G_Tix_Num,Gall_G_Tix_Eur,Gall_G_Tix_Eur_per_Num,Gall_G_Prot,Gall_G_Free_Num,Gall_S_Tot_Num,Gall_S_Tot_Eur,Gall_S_Tot_Eur_per_Num,Gall_S_Abb_Num,Gall_S_Abb_Eur,Gall_S_Abb_Eur_per_Num,Gall_S_Corp_Num,Gall_S_Corp_Eur,Gall_S_Corp_Eur_per_Num,Gall_S_VB_Num,Gall_S_VB_Eur,Gall_S_VB_Eur_per_Num,Gall_S_MP_Num,Gall_S_MP_Eur,Gall_S_MP_Eur_per_Num,Gall_S_Tix_Num,Gall_S_Tix_Eur,Gall_S_Tix_Eur_per_Num,Gall_S_Prot,Gall_S_Free_Num,Curva_Tot_Num,Curva_Tot_Eur,Curva_Tot_Eur_per_Num,Curva_Abb_Num,Curva_Abb_Eur,Curva_Abb_Eur_per_Num,Curva_Corp_Num,Curva_Corp_Eur,Curva_Corp_Eur_per_Num,Curva_VB_Num,Curva_VB_Eur,Curva_VB_Eur_per_Num,Curva_MP_Num,Curva_MP_Eur,Curva_MP_Eur_per_Num,Curva_Tix_Num,Curva_Tix_Eur,Curva_Tix_Eur_per_Num,Curva_Prot,Curva_Free_Num,Courtside_Tot_Num,Courtside_Tot_Eur,Courtside_Tot_Eur_per_Num,Courtside_Abb_Num,Courtside_Abb_Eur,Courtside_Abb_Eur_per_Num,Courtside_Corp_Num,Courtside_Corp_Eur,Courtside_Corp_Eur_per_Num,Courtside_VB_Num,Courtside_VB_Eur,Courtside_VB_Eur_per_Num,Courtside_MP_Num,Courtside_MP_Eur,Courtside_MP_Eur_per_Num,Courtside_Tix_Num,Courtside_Tix_Eur,Courtside_Tix_Eur_per_Num,Courtside_Prot,Courtside_Free_Num,SkyBoxes_Tot_Num,SkyBoxes_Tot_Eur,SkyBoxes_Tot_Eur_per_Num,SkyBoxes_Abb_Num,SkyBoxes_Abb_Eur,SkyBoxes_Abb_Eur_per_Num,SkyBoxes_Corp_Num,SkyBoxes_Corp_Eur,SkyBoxes_Corp_Eur_per_Num,SkyBoxes_VB_Num,SkyBoxes_VB_Eur,SkyBoxes_VB_Eur_per_Num,SkyBoxes_MP_Num,SkyBoxes_MP_Eur,SkyBoxes_MP_Eur_per_Num,SkyBoxes_Tix_Num,SkyBoxes_Tix_Eur,SkyBoxes_Tix_Eur_per_Num,SkyBoxes_Prot,SkyBoxes_Free_Num,Ospiti_Tix_Num,Ospiti_Tix_Eur,Ospiti_Tix_Eur_per_Num,Ospiti_Free_Num,Press,Abb_num,Abb_Eur,Abb_Eur_per_Num,Corp_Num,Corp_Eur,Corp_Eur_per_Num,VB_Num,VB_Eur,VB_Eur_per_Num,MP_num,MP_Eur,MP_Eur_per_Num,Tix_Num,Tix_Eur,Tix_Eur_per_Num,Full_Price,Sponsor,Disabili,LBA,Promotion,Special,Staff,Team,Under_18,Under_30,VNC,InstitutionalGA,VIPGA,TeamGA,SponsorGA,DisabileGA,StaffGA,AutoritiesGA,AgentGA,PromotionGA,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12
LBA,0.8125,2023-10-04,23-24,8,8,4,Pistoia,45203.8125Pistoia,668,3544,4212,88521.989999999991,260,26186.789999999997,100.71842307692306,78,5834.16,74.796923076923079,180,13860.0,77.0,0,0,0,0,0.0,0.0,2,163.94,81.97,70,37,,,,,,,,,,,,,,,,,,,,,80,4011.66,€ 36.47,29,1109.29,€38.25,46,,,0,0,0,0,0.0,0.0,5,344.27,€ 68.85,30,40,1216,26949.2,21.34,707,14569.44,20.61,148,,,7,32.51,4.64,0,0.0,0.0,354,8252.46,23.31,47,300,644,10620.73,15.92,489,7614.87,15.57,12,,,0,0,0,0,0.0,0.0,143,2697.11,18.86,23,0,892,9528.64,10.6,375,4283.51,11.42,38,,,22,118.18,5.37,0,0.0,0.0,457,4462.37,9.76,7,60,,,,,,,,,,,,,,,,,,,,,386,3892.31,8.87,247,2328.22,9.43,2,,,0,0.0,0.0,0,0.0,0.0,137,1540.09,11.24,53,1,30,7005.42,€ 233.51,4,612.02,153.01,26,,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,36,327.24,9.09,,112,1929,36351.509999999995,18.844743390357696,452,34232.32,75.735221238938053,29,150.69,5.1962068965517236,0,0.0,,1098,17460.239999999998,15.901857923497266,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,88521.989999999991,0.0,0.0
LBA,0.70833333333333337,2024-03-10,23-24,16,13,4,Brindisi,45361.7083Brindisi,612,4030,4642,104560.77999999998,290,30744.14,106.01427586206897,78,5834.16,74.796923076923079,202,15554.0,77.0,0,0,0,0,0.0,0.0,10,1114.73,111.47,70,73,,,,,,,,,,,,,,,,,,,,,84,4423.95,€ 38.81,29,1109.29,€38.25,52,,,0,0,0,0,0.0,0.0,3,264.75,€ 88.25,30,65,1633,35969.22,21.41,707,14569.44,20.61,179,,,36,290.16,8.06,124,3172.88,25.59,587,12850.97,21.89,47,122,670,11609.31,16.75,489,7614.87,15.57,12,,,0,0,0,29,549.77,18.96,140,3135.92,22.4,23,7,930,10514.65,11.22,375,4283.51,11.42,36,,,84,452.72,5.39,36,527.49,14.65,399,4622.41,11.58,7,91,,,,,,,,,,,,,,,,,,,,,378,4128.54,9.58,247,2328.22,9.43,2,,,13,69.09,5.31,27,409.66,15.17,89,1297.57,14.58,53,24,30,7005.42,€ 233.51,4,612.02,153.01,26,4264.0,164.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,15,165.55,11.04,,56,1929,36351.509999999995,18.844743390357696,509,39285.61,77.181944990176817,133,811.97,6.1050375939849628,216,4659.8,21.57314814814815,1228,23286.35,18.96282573289902,,,,,,,,,,,,,,,,,,,,,0.0,0.0,104560.77999999998,0.0,0.0,0,0,0,0,0.0,0.0,0.0
LBA,0.76041666666666663,2024-04-28,23-24,14,13,2,Treviso,45410.7604Treviso,430,4314,4744,102042.27000000002,342,31694.96,92.6753216374269,78,5834.16,74.796923076923079,196,15092.0,77.0,0,0,0,4,0.0,0.0,64,3049.16,47.64,70,25,,,,,,,,,,,,,,,,,,,,,105,4818.33,€ 45.89,29,1109.29,€38.25,48,,,0,0,0,0,0.0,0.0,28,987.0,€ 35.25,30,42,1712,36314.15,21.21,707,14569.44,20.61,190,4560.0,24.0,36,269.66,7.49,94,2386.43,25.39,685,13651.21,19.93,47,56,679,11550.01,17.01,489,7614.87,15.57,7,140.0,20.0,0,0,0,31,647.14,20.88,152,3114.48,20.49,23,3,974,11823.6,12.14,375,4283.51,11.42,30,420.0,14.0,104,585.45,5.63,41,636.94,15.54,424,5797.39,13.67,7,74,,,,,,,,,,,,,,,,,,,,,405,4135.39,10.21,247,2328.22,9.43,2,28,14,7,39.09,5.58,37,564.18,15.25,112,1179.9,10.66,53,0,38,1103.82,€ 275.96,4,612.02,153.01,26,4264.0,164.0,0,0,0,0,0,0,8,1885.23,235.65,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,59,602.01,10.2,,32,1929,36351.509999999995,18.844743390357696,499,38082.33,76.31729458917836,147,894.2,6.0829931972789115,207,4234.69,20.457439613526567,1473,29664.37,20.138744059742024,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,102042.27000000002,0.0,0,0,0,0,0.0,0.0,0.0
LBA,0.79166666666666663,2023-11-05,23-24,13,12,2,Sassari,45235.7916Sassari,687,3663,4350,92684.61,272,27875.3,102.4827205882353,78,5834.16,74.796923076923079,185,14245.0,77.0,0,0,0,0,0.0,0.0,9,1032.78,114.75,70,44,,,,,,,,,,,,,,,,,,,,,79,3931.33,€ 36.07,29,1109.29,€38.25,44,,,0,0,0,0,0.0,0.0,6,427.87,€ 71.31,30,46,1449,29509.37,19.73,707,14569.44,20.61,175,,,41,324.85,7.92,0,0.0,0.0,526,9657.18,18.36,47,259,647,10647.84,15.89,489,7614.87,15.57,11,,,0,0,0,0,0.0,0.0,147,2751.27,18.72,23,10,778,9163.0,11.67,375,4283.51,11.42,36,,,73,409.99,5.62,0,0.0,0.0,294,3840.98,13.06,7,96,,,,,,,,,,,,,,,,,,,,,391,3925.2,8.84,247,2328.22,9.43,2,,,14,78.18,5.58,0,0.0,0.0,128,1494.8,11.68,53,2,32,7497.22,€ 234.29,4,612.02,153.01,26,,,0,0,0,0,0,0,2,491.8,245.9,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,15,135.35,9.02,,112,1929,36351.509999999995,18.844743390357696,479,35688.06,74.50534446764091,128,813.02,6.35171875,0,0.0,,1112,19696.679999999997,17.712841726618702,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,92684.61,0.0
LBA,0.6875,2024-01-14,23-24,1,12,1,Venezia,45305.6875Venezia,562,4170,4732,100452.48,267,26629.370000000003,99.735468164794014,78,5834.16,74.796923076923079,173,13321.0,77.0,0,0,0,0,0.0,0.0,16,1754.06,109.63,70,98,,,,,,,,,,,,,,,,,,,,,86,4482.98,€ 38.65,29,1109.29,€38.25,44,,,0,0,0,1,94.26,94.3,12,885.26,€ 73.77,30,88,1687,34181.31,19.71,707,14569.44,20.61,171,,,37,319.67,8.64,117,2966.46,25.35,655,11495.71,17.55,47,75,669,11583.68,16.74,489,7614.87,15.57,12,,,0,0,0,69,1494.61,21.66,99,2165.45,21.87,23,5,988,11837.73,11.9,375,4283.51,11.42,37,,,97,570.89,5.89,70,1124.55,16.06,409,5266.34,12.88,7,62,,,,,,,,,,,,,,,,,,,,,401,4335.61,9.55,247,2328.22,9.43,2,,,16,96.36,6.02,23,340.92,14.82,113,1546.11,13.68,53,4,30,7005.42,€ 233.51,4,612.02,153.01,26,,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,42,396.38,9.44,,112,1929,36351.509999999995,18.844743390357696,465,33583.96,72.223569892473122,150,986.92000000000007,6.5794666666666668,280,6020.8,21.502857142857142,1304,23112.93,17.724639570552146,,,,,,,,,,,,,,,,,,,,,100452.48,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
LBA,0.70833333333333337,2024-01-21,23-24,3,13,1,Bologna,45312.7083Bologna,543,4142,4685,109595.15,294,31358.899999999998,106.66292517006802,78,5834.16,74.796923076923079,199,15323.0,77.0,0,0,0,0,0.0,0.0,17,2221.3,130.66,70,56,,,,,,,,,,,,,,,,,,,,,86,4465.76,€ 38.50,29,1109.29,€38.25,46,,,0,0,0,1,94.26,94.3,10,704.11,€ 70.41,30,61,1652,35576.96,20.94,707,14569.44,20.61,194,,,37,321.21,8.68,343,8333.5,24.3,371,6787.53,18.3,47,163,673,11520.19,16.55,489,7614.87,15.57,12,,,0,0,0,129,2658.76,20.61,43,937.81,21.81,23,4,998,13190.37,13.12,375,4283.51,11.42,37,,,36,212.72,5.91,219,3315.72,15.14,331,4731.87,14.3,7,23,,,,,,,,,,,,,,,,,,,,,386,4359.27,9.93,247,2328.22,9.43,2,,,12,68.18,5.68,96,1507.36,15.7,29,431.51,14.88,53,6,38,8907.05,€ 234.40,4,612.02,153.01,26,,,0,0,0,0,0,0,8,1901.63,237.7,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,15,216.65,14.44,,49,1929,36351.509999999995,18.844743390357696,516,38799.53,75.192887596899226,85,602.1099999999999,7.0836470588235283,788,15909.6,20.18984771573604,809,17715.76,21.898343634116191,,,,,,,,,,,,,,,,,,,,,109595.15,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
LBA,0.6875,2023-10-22,23-24,6,12,3,Trento,45221.6875Trento,723,3863,4586,98902.66,296,32060.56,108.31270270270271,78,5834.16,74.796923076923079,216,16632.0,77.0,0,0,0,0,0.0,0.0,2,136.07,68.04,70,18,,,,,,,,,,,,,,,,,,,,,94,5118.24,€ 41.28,29,1109.29,€38.25,60,,,0,0,0,0,0.0,0.0,5,303.3,€ 60.66,30,30,1455,29833.98,19.86,707,14569.44,20.61,135,,,43,457.37,10.64,3,53.26,17.75,567,11074.69,19.53,47,311,659,10675.46,15.65,489,7614.87,15.57,10,,,0,0,0,0,0.0,0.0,160,2805.94,17.54,23,14,924,10207.33,10.96,375,4283.51,11.42,34,,,94,535.44,5.7,0,0.0,0.0,421,4795.93,11.39,7,113,,,,,,,,,,,,,,,,,,,,,396,3919.86,8.73,247,2328.22,9.43,2,,,7,39.09,5.58,0,0.0,0.0,140,1528.55,10.92,53,7,30,7005.42,€ 233.51,4,612.02,153.01,26,,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,9,81.81,9.09,,112,1929,36351.509999999995,18.844743390357696,483,40739.71,84.34722567287784,144,1031.9,7.1659722222222229,3,53.26,17.753333333333334,1295,20644.48,15.941683397683397,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,98902.66,0.0,0.0
LBA,0.85416666666666663,2024-01-07,23-24,6,15,2,Reggio Emilia,45298.8541Reggio Emilia,501,4136,4637,100280.57999999999,280,28419.210000000003,101.49717857142858,78,5834.16,74.796923076923079,183,14091.0,77.0,0,0,0,0,0.0,0.0,19,1904.56,100.24,70,50,,,,,,,,,,,,,,,,,,,,,82,3885.98,€ 34.70,29,1109.29,€38.25,42,,,0,0,0,0,0.0,0.0,11,546.45,€ 49.68,30,50,1626,33850.35,20.23,707,14569.44,20.61,162,,,13,90.25,6.94,33,851.34,25.8,711,13796.99,19.41,47,126,678,10844.92,15.47,489,7614.87,15.57,12,,,0,0,0,27,528.22,19.56,150,2393.08,15.95,23,4,1001,11490.93,11.4,375,4283.51,11.42,36,,,45,245.45,5.45,20,316.12,15.81,525,6017.33,11.46,7,39,,,,,,,,,,,,,,,,,,,,,396,3962.82,8.83,247,2328.22,9.43,2,,,3,19.09,6.36,15,184.55,12.3,129,1406.96,10.91,53,2,34,7398.86,€ 217.61,4,612.02,153.01,26,,,0,0,0,0,0,0,4,393.44,98.36,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,39,427.51,10.96,,112,1929,36351.509999999995,18.844743390357696,463,34807.740000000005,75.17870410367172,61,354.78999999999996,5.816229508196721,95,1880.23,19.791894736842107,1549,26458.81,17.081220142027114,,,,,,,,,,,,,,,,,,,,,100280.57999999999,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
LBA,0.85416666666666663,2023-10-15,23-24,9,10,2,Tortona,45214.8541Tortona,611,3632,4243,91080.439999999988,260,26268.760000000002,101.03369230769232,78,5834.16,74.796923076923079,181,13937.0,77.0,0,0,0,0,0.0,0.0,1,81.97,81.97,70,41,,,,,,,,,,,,,,,,,,,,,84,4200.2,€ 36.84,29,1109.29,€38.25,48,,,0,0,0,0,0.0,0.0,7,368.87,€ 52.70,30,52,1459,30187.2,20.04,707,14569.44,20.61,172,,,37,321.21,8.68,0,0.0,0.0,543,10434.55,19.22,47,237,665,10867.2,15.8,489,7614.87,15.57,12,,,0,0,0,0,0.0,0.0,164,2943.58,17.95,23,2,740,8656.59,11.59,375,4283.51,11.42,34,,,57,329.99,5.79,0,0.0,0.0,274,3450.64,12.59,7,46,,,,,,,,,,,,,,,,,,,,,385,3813.26,8.71,247,2328.22,9.43,2,,,0,0.0,0.0,0,0.0,0.0,136,1461.04,10.74,53,3,30,7005.42,€ 233.51,4,612.02,153.01,26,,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,9,81.81,9.09,,112,1929,36351.509999999995,18.844743390357696,475,35255.28,74.221642105263157,94,651.2,6.9276595744680858,0,0.0,,1125,18740.649999999998,16.658355555555552,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,91080.439999999988,0.0,0.0
LBA,0.83333333333333337,2024-02-11,23-24,14,13,2,Pesaro,45333.8333Pesaro,604,4050,4654,104973.61999999998,282,29514.65,104.66187943262412,78,5834.16,74.796923076923079,197,15169.0,77.0,0,0,0,0,0.0,0.0,7,704.91,100.7,70,75,,,,,,,,,,,,,,,,,,,,,81,4179.66,€ 37.65,29,1109.29,€38.25,44,,,0,0,0,0,0.0,0.0,8,676.2,€ 84.53,30,76,1638,36587.88,21.71,707,14569.44,20.61,162,,,27,224.77,8.32,149,3687.21,24.75,593,13564.13,22.87,47,126,670,11761.74,16.97,489,7614.87,15.57,12,,,0,0,0,29,626.22,21.59,140,3211.9,22.94,23,8,949,11320.46,11.84,375,4283.51,11.42,37,,,51,308.17,6.04,76,1033.27,13.6,410,5048.96,12.31,7,87,,,,,,,,,,,,,,,,,,,,,399,4587.42,10.15,247,2328.22,9.43,2,,,15,79.09,5.27,39,714.14,18.31,96,1441.97,15.02,53,2,30,7005.42,€ 233.51,4,612.02,153.01,26,4264.0,164.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,16.39,16.39,,51,1929,36351.509999999995,18.844743390357696,480,37284.79,77.676645833333339,93,612.03,6.580967741935484,293,6060.84,20.685460750853242,1254,24648.07,19.655558213716109,,,,,,,,,,,,,,,,,,,,,0.0,104973.61999999998,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
LBA,0.875,2024-03-30,23-24,2,13,1,Brescia,45381.875Brescia,578,4175,4753,103492.70000000001,273,28416.29,104.08897435897437,78,5834.16,74.796923076923079,194,14938.0,77.0,0,0,0,0,0.0,0.0,1,98.36,98.36,70,76,,,,,,,,,,,,,,,,,,,,,78,3978.86,€ 36.84,29,1109.29,€38.25,46,,,0,0,0,0,0.0,0.0,3,311.47,€ 103.82,30,96,1606,35218.33,21.31,707,14569.44,20.61,174,4176.0,24.0,34,173.94,5.12,147,3795.81,25.82,544,11753.2,21.61,47,136,666,11647.73,16.91,489,7614.87,15.57,12,240.0,20.0,0,0,0,40,769.02,19.23,125,2955.09,23.64,23,5,1003,11217.85,11.11,375,4283.51,11.42,34,476.0,14.0,36,212.72,5.91,45,668.08,14.85,513,5461.09,10.65,7,33,,,,,,,,,,,,,,,,,,,,,401,4424.6,9.75,247,2328.22,9.43,2,28,14,5,20.91,4.18,44,652.5,14.83,103,1398.97,13.58,53,2,30,7005.42,€ 233.51,4,612.02,153.01,26,4264.0,164.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,118,1583.62,13.42,,49,1929,36351.509999999995,18.844743390357696,488,37286.42,76.406598360655735,75,407.57,5.4342666666666668,276,5885.41,21.323949275362317,1289,21978.180000000004,17.050566330488753,,,,,,,,,,,,,,,,,,,,,0.0,0.0,103492.70000000001,0.0,0.0,0,0,0,0,0.0,0.0,0.0
LBA,0.70833333333333337,2023-11-19,23-24,7,12,4,Scafati,45249.7083Scafati,712,3891,4603,94707.69,263,26508.1,100.7912547528517,78,5834.16,74.796923076923079,180,13860.0,77.0,0,0,0,0,0.0,0.0,5,485.25,97.05,70,60,,,,,,,,,,,,,,,,,,,,,80,3960.01,€ 36.00,29,1109.29,€38.25,44,,,0,0,0,0,0.0,0.0,7,456.55,€ 65.22,30,41,1495,31433.63,20.38,707,14569.44,20.61,182,,,52,517.84,9.96,0,0.0,0.0,554,11164.68,20.15,47,258,671,11059.12,15.94,489,7614.87,15.57,9,,,0,0,0,0,0.0,0.0,173,3216.65,18.59,23,7,915,10310.73,11.18,375,4283.51,11.42,94,,,83,459.99,5.54,0,0.0,0.0,363,3892.81,10.72,7,114,,,,,,,,,,,,,,,,,,,,,398,3897.63,8.64,247,2328.22,9.43,2,,,12,68.18,5.68,0,0.0,0.0,137,1477.23,10.78,53,2,32,7202.14,€ 225.07,4,612.02,153.01,26,,,0,0,0,0,0,0,2,196.72,98.36,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,37,336.33,9.09,,112,1929,36351.509999999995,18.844743390357696,537,36083.96,67.19545623836126,147,1046.0100000000002,7.1157142857142874,0,0.0,,1241,20889.89,16.833110394842869,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,94707.69,0.0
LBA,0.79166666666666663,2023-12-03,23-24,9,13,3,Cremona,45263.7916Cremona,640,3797,4437,92307.709999999992,271,27145.82,100.16907749077491,78,5834.16,74.796923076923079,185,14245.0,77.0,0,0,0,0,0.0,0.0,8,303.3,37.91,70,51,,,,,,,,,,,,,,,,,,,,,81,4011.65,€ 36.14,29,1109.29,€38.25,45,,,0,0,0,0,0.0,0.0,7,426.22,€ 60.89,30,47,1446,29466.35,19.74,707,14569.44,20.61,172,,,50,437.6,8.75,0,0.0,0.0,517,9597.31,18.56,47,254,662,10942.07,15.97,489,7614.87,15.57,12,,,0,0,0,0,0.0,0.0,161,3018.45,18.75,23,4,870,8990.75,10.25,375,4283.51,11.42,34,,,68,356.36,5.24,0,0.0,0.0,393,3758.43,9.56,7,52,,,,,,,,,,,,,,,,,,,,,394,3997.7,8.94,247,2328.22,9.43,2,,,12,68.18,5.68,0,0.0,0.0,133,1577.3,11.86,53,2,34,7398.86,€ 217.61,4,612.02,153.01,26,,,0,0,0,0,0,0,4,393.44,98.36,0,0,0,0.0,0.0,0,0.0,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,39,354.51,9.09,,112,1929,36351.509999999995,18.844743390357696,476,35665.11,74.926701680672267,130,862.1400000000001,6.6318461538461548,0,0.0,,1223,19074.45,15.596443172526575,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,92307.709999999992
LBA,0.79166666666666663,2024-10-27,24-25,9,16,4,Pistoia,45592.7916Pistoia,309,3511,3820,88962.634898360673,322,21748.441,67.541742236024845,111,6334.98,57.071891891891887,183,14091.0,77.0,0,0,0,0,0.0,0.0,28,1322.4609999999998,47.230749999999993,18,37,,,,,,,,,,,,,,,,,,,,,85,3190.5232786885244,€ 37.54,44,1457.92,€33.13,32,1344.0,42.0,0,0,0,0,0.0,0.0,9,388.6032786885246,€43.2,9,47,1293,28199.1120590164,21.809058050283372,812,16331.12,20.112216748768475,190,4560.0,24.0,0,0.0,0.0,44,1186.0524590163934,26.955737704918032,247,6121.9396000000006,24.785180566801621,4,121,601,11034.134560655739,18.359624892938,453,7983.68,17.624017660044149,2,40.0,20.0,0,0,0,29,627.2033606557377,21.627702091577163,117,2383.2512000000006,20.369668376068383,8,5,684,7977.03468852459,11.662331415971623,331,4282.15,12.937009063444108,8,112.0,14.0,137,671.97393442622956,4.9049192293885371,5,88.114754098360649,17.622950819672131,203,2822.7960000000003,13.905399014778327,0,10,,,,,,,,,,,,,,,,,,,,,406,4597.225049180327,11.323214406848097,257,2798.43,10.888832684824902,4,56,14,26,23.485245901639345,0.90327868852459026,4,70.491803278688522,17.622950819672131,115,1648.818,14.337547826086956,50,0,38,6719.8,€ 176.84,2,491.8,245.9,32,5248.0,164.0,0,0,,0,0,,4,980.0,245.0,0,0,51,5207.02,102.09843137254903,33,2646.4,80.1939393939394,18,2560.62,142.25666666666666,0,0,0,0,0,0,0,0,0,0,0,31,289.344262295082,9.3336858804865166,,138,2043,42326.479999999996,20.7178071463534,469,28011.62,59.726268656716414,163,695.45918032786892,4.2666207382077852,82,1971.8623770491804,24.047102159136347,723,15667.869078688525,21.67063496360792,468,7,2,30,93,20,2,33,177,0,4,59,4,88,0,54,6,0,7,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,88962.634898360673,0.0,0.0
