Liga,Time,Data,Season,Opp_Rank,PV_Rank,Tier,Contro,Game_ID,Total_GA,Tot_pay_Num,Total_num,Tot_Eur,Par_O_Tot_Num,Par_O_Tot_Eur,Par_O_Tot_Eur_per_Num,Par_O_Abb_Num,Par_O_Abb_Eur,Par_O_Abb_Eur_per_Num,Par_O_Corp_Num,Par_O_Corp_Eur,Par_O_Corp_Eur_per_Num,Par_O_VB_Num,Par_O_VB_Eur,Par_O_VB_Eur_per_Num,Par_O_MP_Num,Par_O_MP_Eur,Par_O_MP_Eur_per_Num,Par_O_Tix_Num,Par_O_Tix_Eur,Par_O_Tix_Eur_per_Num,Par_O_Prot,Par_O_Free_Num,Par_EX_Tot_Num,Par_EX_Tot_Eur,Par_EX_Tot_Eur_per_Num,Par_EX_Abb_Num,Par_EX_Abb_Eur,Par_EX_Abb_Eur_per_Num,Par_EX_Corp_Num,Par_EX_Corp_Eur,Par_EX_Corp_Eur_per_Num,Par_EX_VB_Num,Par_EX_VB_Eur,Par_EX_VB_Eur_per_Num,Par_EX_MP_Num,Par_EX_MP_Eur,Par_EX_MP_Eur_per_Num,Par_EX_Tix_Num,Par_EX_Tix_Eur,Par_EX_Tix_Eur_per_Num,Par_EX_Prot,Par_EX_Free_Num,Par_E_Tot_Num,Par_E_Tot_Eur,Par_E_Tot_Eur_per_Num,Par_E_Abb_Num,Par_E_Abb_Eur,Par_E_Abb_Eur_per_Num,Par_E_Corp_Num,Par_E_Corp_Eur,Par_E_Corp_Eur_per_Num,Par_E_VB_Num,Par_E_VB_Eur,Par_E_VB_Eur_per_Num,Par_E_MP_Num,Par_E_MP_Eur,Par_E_MP_Eur_per_Num,Par_E_Tix_Num,Par_E_Tix_Eur,Par_E_Tix_Eur_per_Num,Par_E_Prot,Par_E_Free_Num,Trib_G_Tot_Num,Trib_G_Tot_Eur,Trib_G_Tot_Eur_per_Num,Trib_G_Abb_Num,Trib_G_Abb_Eur,Trib_G_Abb_Eur_per_Num,Trib_G_Corp_Num,Trib_G_Corp_Eur,Trib_G_Corp_Eur_per_Num,Trib_G_VB_Num,Trib_G_VB_Eur,Trib_G_VB_Eur_per_Num,Trib_G_MP_Num,Trib_G_MP_Eur,Trib_G_MP_Eur_per_Num,Trib_G_Tix_Num,Trib_G_Tix_Eur,Trib_G_Tix_Eur_per_Num,Trib_G_Prot,Trib_G_Free_Num,Trib_S_Tot_Num,Trib_S_Tot_Eur,Trib_S_Tot_Eur_per_Num,Trib_S_Abb_Num,Trib_S_Abb_Eur,Trib_S_Abb_Eur_per_Num,Trib_S_Corp_Num,Trib_S_Corp_Eur,Trib_S_Corp_Eur_per_Num,Trib_S_VB_Num,Trib_S_VB_Eur,Trib_S_VB_Eur_per_Num,Trib_S_MP_Num,Trib_S_MP_Eur,Trib_S_MP_Eur_per_Num,Trib_S_Tix_Num,Trib_S_Tix_Eur,Trib_S_Eur_per_Num,Trib_S_Prot,Trib_S_Free_Num,Gall_G_Tot_Num,Gall_G_Tot_Eur,Gall_G_Tot_Eur_per_Num,Gall_G_Abb_Num,Gall_G_Abb_Eur,Gall_G_Abb_Eur_per_Num,Gall_G_Corp_Num,Gall_G_Corp_Eur,Gall_G_Corp_Eur_per_Num,Gall_G_VB_Num,Gall_G_VB_Eur,Gall_G_VB_Eur_per_Num,Gall_G_MP_Num,Gall_G_MP_Eur,Gall_G_MP_Eur_per_Num,Gall_G_Tix_Num,Gall_G_Tix_Eur,Gall_G_Tix_Eur_per_Num,Gall_G_Prot,Gall_G_Free_Num,Gall_S_Tot_Num,Gall_S_Tot_Eur,Gall_S_Tot_Eur_per_Num,Gall_S_Abb_Num,Gall_S_Abb_Eur,Gall_S_Abb_Eur_per_Num,Gall_S_Corp_Num,Gall_S_Corp_Eur,Gall_S_Corp_Eur_per_Num,Gall_S_VB_Num,Gall_S_VB_Eur,Gall_S_VB_Eur_per_Num,Gall_S_MP_Num,Gall_S_MP_Eur,Gall_S_MP_Eur_per_Num,Gall_S_Tix_Num,Gall_S_Tix_Eur,Gall_S_Tix_Eur_per_Num,Gall_S_Prot,Gall_S_Free_Num,Curva_Tot_Num,Curva_Tot_Eur,Curva_Tot_Eur_per_Num,Curva_Abb_Num,Curva_Abb_Eur,Curva_Abb_Eur_per_Num,Curva_Corp_Num,Curva_Corp_Eur,Curva_Corp_Eur_per_Num,Curva_VB_Num,Curva_VB_Eur,Curva_VB_Eur_per_Num,Curva_MP_Num,Curva_MP_Eur,Curva_MP_Eur_per_Num,Curva_Tix_Num,Curva_Tix_Eur,Curva_Tix_Eur_per_Num,Curva_Prot,Curva_Free_Num,Courtside_Tot_Num,Courtside_Tot_Eur,Courtside_Tot_Eur_per_Num,Courtside_Abb_Num,Courtside_Abb_Eur,Courtside_Abb_Eur_per_Num,Courtside_Corp_Num,Courtside_Corp_Eur,Courtside_Corp_Eur_per_Num,Courtside_VB_Num,Courtside_VB_Eur,Courtside_VB_Eur_per_Num,Courtside_MP_Num,Courtside_MP_Eur,Courtside_MP_Eur_per_Num,Courtside_Tix_Num,Courtside_Tix_Eur,Courtside_Tix_Eur_per_Num,Courtside_Prot,Courtside_Free_Num,SkyBoxes_Tot_Num,SkyBoxes_Tot_Eur,SkyBoxes_Tot_Eur_per_Num,SkyBoxes_Abb_Num,SkyBoxes_Abb_Eur,SkyBoxes_Abb_Eur_per_Num,SkyBoxes_Corp_Num,SkyBoxes_Corp_Eur,SkyBoxes_Corp_Eur_per_Num,SkyBoxes_VB_Num,SkyBoxes_VB_Eur,SkyBoxes_VB_Eur_per_Num,SkyBoxes_MP_Num,SkyBoxes_MP_Eur,SkyBoxes_MP_Eur_per_Num,SkyBoxes_Tix_Num,SkyBoxes_Tix_Eur,SkyBoxes_Tix_Eur_per_Num,SkyBoxes_Prot,SkyBoxes_Free_Num,Ospiti_Tix_Num,Ospiti_Tix_Eur,Ospiti_Tix_Eur_per_Num,Ospiti_Free_Num,Press,Abb_num,Abb_Eur,Abb_Eur_per_Num,Corp_Num,Corp_Eur,Corp_Eur_per_Num,VB_Num,VB_Eur,VB_Eur_per_Num,MP_num,MP_Eur,MP_Eur_per_Num,Tix_Num,Tix_Eur,Tix_Eur_per_Num,Full_Price,Sponsor,Disabili,LBA,Promotion,Special,Staff,Team,Under_18,Under_30,VNC,InstitutionalGA,VIPGA,TeamGA,SponsorGA,DisabileGA,StaffGA,AutoritiesGA,AgentGA,PromotionGA,1,2,3,4,5,6,7,8,9,10,11,12
LBA,21.00,30/03/2024,23-24,2,13,1,Brescia,45381.875Brescia,578,4175,4753,"€ 103,492.70",273,"€28,416.29",€ 104.09,78,"€ 5,834.16",€74.8,194,"€ 14,938.00",€77.0,0,€ 0.00,€0.0,0,€ 0.00,€0.0,1,€ 98.36,€ 98.36,70,76,,,,,,,,,,,,,,,,,,,,,78,"€3,978.86",€ 36.84,29,"€1,109.29",€38.25,46,,,0,€0.00,€0.0,0,€ 0.00,€0.0,3,€ 311.47,€ 103.82,30,96,1606,"€35,218.33",€ 21.31,707,"€14,569.44",€ 20.61,174,"€ 4,176.00",€ 24.00,34,€ 173.94,€ 5.12,147,"€ 3,795.81",€ 25.82,544,"€ 11,753.20",€ 21.61,47,136,666,"€11,647.73",€ 16.91,489,"€7,614.87",€ 15.57,12,€ 240.00,€ 20.00,0,€ 0.00,€ 0.00,40,€ 769.02,€ 19.23,125,"€ 2,955.09",€ 23.64,23,5,1003,"€11,217.85",€ 11.11,375,"€4,283.51",€ 11.42,34,€ 476.00,€ 14.00,36,€ 212.72,€ 5.91,45,€ 668.08,€ 14.85,513,"€ 5,461.09",€ 10.65,7,33,,,,,,,,,,,,,,,,,,,,,401,"€4,424.60",€ 9.75,247,"€2,328.22",€ 9.43,2,€ 28.00,€ 14.00,5,€ 20.91,€ 4.18,44,€ 652.50,€ 14.83,103,"€ 1,398.97",€ 13.58,53,2,30,"€7,005.42",€ 233.51,4,€612.02,€ 153.01,26,"€ 4,264.00",€ 164.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,0,0,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,118,"€ 1,583.62",€13.4,,49,1929,"€ 36,351.51",€ 18.84,488,"€ 37,286.42",€ 76.41,75,€ 407.57,€ 5.43,276,"€ 5,885.41",€ 21.32,1289,"€ 21,978.18",€ 17.05,,,,,,,,,,,,,,,,,,,,,€ 0.00,€ 0.00,"€ 103,492.70",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
LBA,16.30,07/04/2024,23-24,9,14,2,Napoli,45389.6875Napoli,664,3458,4122,"€ 93,493.80",284,"€29,727.72",€ 104.68,78,"€ 5,834.16",€74.8,194,"€ 14,938.00",€77.0,0,€ 0.00,€0.0,0,€ 0.00,€0.0,12,"€ 1,409.79",€ 117.48,70,72,,,,,,,,,,,,,,,,,,,,,80,"€4,118.21",€ 37.44,29,"€1,109.29",€38.25,48,,,0,€0.00,€0.0,0,€ 0.00,€0.0,3,€ 286.88,€ 95.63,30,68,1347,"€28,621.48",€ 20.53,707,"€14,569.44",€ 20.61,154,"€ 3,696.00",€ 24.00,36,€ 290.16,€ 8.06,102,"€ 2,621.25",€ 25.70,348,"€ 6,854.04",€ 19.70,47,210,594,"€9,994.08",€ 16.20,489,"€7,614.87",€ 15.57,2,€ 40.00,€ 20.00,0,€ 0.00,€ 0.00,35,€ 722.95,€ 20.66,68,"€ 1,618.00",€ 23.79,23,10,732,"€8,863.02",€ 11.99,375,"€4,283.51",€ 11.42,34,€ 476.00,€ 14.00,51,€ 308.17,€ 6.04,45,€ 702.10,€ 15.60,227,"€ 2,976.79",€ 13.11,7,66,,,,,,,,,,,,,,,,,,,,,387,"€4,180.27",€ 9.50,247,"€2,328.22",€ 9.43,2,€ 28.00,€ 14.00,5,€ 20.91,€ 4.18,44,€ 667.65,€ 15.17,89,"€ 1,139.49",€ 12.80,53,8,34,"€7,989.02",€ 234.97,4,€612.02,€ 153.01,26,"€ 4,264.00",€ 164.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,4,€ 983.60,€ 245.90,0,0,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,0,€ 0.00,€0.0,,49,1929,"€ 36,351.51",€ 18.84,460,"€ 36,540.52",€ 79.44,92,€ 619.24,€ 6.73,226,"€ 4,713.95",€ 20.86,751,"€ 15,268.59",€ 20.33,,,,,,,,,,,,,,,,,,,,,€ 0.00,€ 0.00,€ 0.00,"€ 93,493.80",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
LBA,18.15,28/04/2024,23-24,14,13,2,Treviso,45410.7604Treviso,430,4314,4744,"€ 102,042.27",342,"€31,694.96",€ 92.68,78,"€ 5,834.16",€74.8,196,"€ 15,092.00",€77.0,0,€ 0.00,€0.0,4,€ 0.00,€0.0,64,"€ 3,049.16",€ 47.64,70,25,,,,,,,,,,,,,,,,,,,,,105,"€4,818.33",€ 45.89,29,"€1,109.29",€38.25,48,,,0,€0.00,€0.0,0,€ 0.00,€0.0,28,€ 987.00,€ 35.25,30,42,1712,"€36,314.15",€ 21.21,707,"€14,569.44",€ 20.61,190,"€ 4,560.00",€ 24.00,36,€ 269.66,€ 7.49,94,"€ 2,386.43",€ 25.39,685,"€ 13,651.21",€ 19.93,47,56,679,"€11,550.01",€ 17.01,489,"€7,614.87",€ 15.57,7,€ 140.00,€ 20.00,0,€ 0.00,€ 0.00,31,€ 647.14,€ 20.88,152,"€ 3,114.48",€ 20.49,23,3,974,"€11,823.60",€ 12.14,375,"€4,283.51",€ 11.42,30,€ 420.00,€ 14.00,104,€ 585.45,€ 5.63,41,€ 636.94,€ 15.54,424,"€ 5,797.39",€ 13.67,7,74,,,,,,,,,,,,,,,,,,,,,405,"€4,135.39",€ 10.21,247,"€2,328.22",€ 9.43,2,€ 28.00,€ 14.00,7,€ 39.09,€ 5.58,37,€ 564.18,€ 15.25,112,"€ 1,179.90",€ 10.66,53,0,38,"€1,103.82",€ 275.96,4,€612.02,€ 153.01,26,"€ 4,264.00",€ 164.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,8,"€ 1,885.23",€ 235.65,0,0,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,59,€ 602.01,€10.2,,32,1929,"€ 36,351.51",€ 18.84,499,"€ 38,082.33",€ 76.32,147,€ 894.20,€ 6.08,207,"€ 4,234.69",€ 20.46,1473,"€ 29,664.37",€ 20.14,,,,,,,,,,,,,,,,,,,,,€ 0.00,€ 0.00,€ 0.00,"€ 102,042.27",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
LBA,16.40,06/10/2024,24-25,3,16,3,Tortona,45571.6944Tortona,339,3852,4191,"€ 93,640.05",336,"€ 22,683.50",€ 67.51,111,"€ 6,334.98",€57.1,190,"€ 14,630.00",€77.0,0,0,0,0,€ 0.00,€0.0,35,"€ 1,718.52",€49.1,18,47,,,,,,,,,,,,,,,,,,,,,88,"€ 3,355.79",€ 38.13,44,"€ 1,457.92",€33.13,35,"€ 1,470.00",€42.0,0,0,0,0,0,€0.0,9,427.87,€47.5,9,50,1557,"€ 31,783.21",€ 20.41,812,"€ 16,331.12",€20.11,154,"€ 3,696.00",€24.0,0,0,0,0,0,€0.0,591,11756.09,€19.9,4,117,651,"€ 11,785.46",€ 18.10,453,"€ 7,983.68",€17.62,2,€ 40.00,€20.0,0,0,0,0,0,€0.0,196,3761.78,€19.2,8,0,729,"€ 8,344.23",€ 11.45,331,"€ 4,282.15",€12.94,5,€ 70.00,€14.0,132,634.4611475,€4.8,0,0,€0.0,261,3357.618,€12.9,0,33,,,,,,,,,,,,,,,,,,,,,406,"€ 4,741.04",€ 11.68,257,"€ 2,798.43",€10.89,4,€ 56.00,€14.0,5,€ 12.69,€2.5,0,€ 0.00,€0.0,140,1873.92,€13.4,50,0,34,"€ 5,739.80",€ 168.82,2,€ 491.80,€245.90,32,"€ 5,248.00",€164.0,0,0,,0,0,,0,0,,0,3,51,"€ 5,207.02",€ 102.10,33,"€ 2,646.40",€ 80.19,18,"€ 2,560.62",€142.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2043,"€ 42,326.48",€ 20.72,440,"€ 27,770.62",€ 63.12,137,€ 647.15,€ 4.72,0,€ 0.00,,1232,"€ 22,895.79",€ 18.58,639,21,0,0,234,80,0,7,246,0,17,70,7,106,0,63,4,0,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 93,640.05",€ 0.00,€ 0.00
LBA,20.30,19/10/2024,24-25,5,16,3,Trapani,45584.8541Trapani,309,4122,4431,"€ 101,408.96",335,"€ 22,836.12",€ 68.17,111,"€ 6,334.98",€57.1,197,"€ 15,169.00",€77.0,0,€ 0.00,0,0,€ 0.00,€0.0,27,"€ 1,332.14",€49.3,18,47,,,,,,,,,,,,,,,,,,,,,89,"€ 3,372.02",€ 37.89,44,"€ 1,457.92",€ 33.13,30,"€ 1,260.00",€42.0,0,€ 0.00,€0.0,0,0,€0.0,15,654.1003279,€43.6,9,43,1403,"€ 30,991.42",€ 22.09,812,"€ 16,331.12",€ 20.11,183,"€ 4,392.00",€24.0,0,€ 0.00,€0.0,0,0,€0.0,408,10268.3,€25.2,4,123,665,"€ 12,364.62",€ 18.59,453,"€ 7,983.68",€ 17.62,2,€ 40.00,€20.0,0,€ 0.00,€0.0,0,0,€0.0,210,4340.9432,€20.7,8,0,908,"€ 12,008.61",€ 13.23,331,"€ 4,282.15",€ 12.94,22,€ 308.00,€14.0,160,815.6139344,€5.1,0,0,€0.0,395,6602.8464,€16.7,0,7,,,,,,,,,,,,,,,,,,,,,402,"€ 4,762.13",€ 11.85,257,"€ 2,798.43",€ 10.89,4,€ 56.00,€14.0,17,€ 48.09,€2.8,0,€ 0.00,€0.0,124,1859.6088,€15.0,50,0,38,"€ 6,473.58",€ 170.36,2,€ 491.80,€ 245.90,32,"€ 5,248.00",€164.0,0,€ 0.00,,0,€ 0.00,,4,733.775,€ 183.44,0,0,51,"€ 5,207.02",€ 102.10,33,"€ 2,646.40",€ 80.19,18,"€ 2,560.62",€142.3,0,0,0,0,0,0,0,0,0,0,0,231,3393.442623,€14.7,,0,2043,"€ 42,326.48",€ 20.72,488,"€ 29,033.62",€ 59.50,177,€ 863.71,€ 4.88,0,€ 0.00,,1183,"€ 25,791.72",€ 21.80,"1,013",9,0,53,30,20,8,37,238,0,6,52,13,82,0,46,6,2,4,15,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 101,408.96",€ 0.00,€ 0.00
LBA,19.00,27/10/2024,24-25,9,16,4,Pistoia,45592.7916Pistoia,309,3511,3820,"€ 88,962.63",322,"€ 21,748.44",€ 67.54,111,"€ 6,334.98",€57.1,183,"€ 14,091.00",€77.0,0,€ 0.00,0,0,€ 0.00,€0.0,28,"€ 1,322.46",€47.2,18,37,,,,,,,,,,,,,,,,,,,,,85,"€ 3,190.52",€ 37.54,44,"€ 1,457.92",€33.13,32,"€ 1,344.00",€42.0,0,€ 0.00,€0.0,0,0,€0.0,9,388.6032787,€43.2,9,47,1293,"€ 28,199.11",€ 21.81,812,"€ 16,331.12",€ 20.11,190,"€ 4,560.00",€24.0,0,€ 0.00,€0.0,44,1186.052459,€27.0,247,6121.9396,€24.8,4,121,601,"€ 11,034.13",€ 18.36,453,"€ 7,983.68",€ 17.62,2,€ 40.00,€20.0,0,€ 0.00,€0.0,29,627.2033607,€21.6,117,2383.2512,€20.4,8,5,684,"€ 7,977.03",€ 11.66,331,"€ 4,282.15",€ 12.94,8,€ 112.00,€14.0,137,671.9739344,€4.9,5,88.1147541,€17.6,203,2822.796,€13.9,0,10,,,,,,,,,,,,,,,,,,,,,406,"€ 4,597.23",€ 11.32,257,"€ 2,798.43",€ 10.89,4,€ 56.00,€14.0,26,€ 23.49,€0.9,4,€ 70.49,€17.6,115,1648.818,€14.3,50,0,38,"€ 6,719.80",€ 176.84,2,€ 491.80,€ 245.90,32,"€ 5,248.00",€164.0,0,€ 0.00,,0,€ 0.00,,4,980,€ 245.00,0,0,51,"€ 5,207.02",€ 102.10,33,"€ 2,646.40",€ 80.19,18,"€ 2,560.62",€142.3,0,0,0,0,0,0,0,0,0,0,0,31,289.3442623,€9.3,,138,2043,"€ 42,326.48",€ 20.72,469,"€ 28,011.62",€ 59.73,163,€ 695.46,€ 4.27,82,"€ 1,971.86",€ 24.05,723,"€ 15,667.87",€ 21.67,468,7,2,30,93,20,2,33,177,0,4,59,4,88,0,54,6,0,7,2,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 88,962.63",€ 0.00,€ 0.00
LBA,19.00,10/11/2024,24-25,2,13,1,Bologna,45606.7916Bologna,306,3755,4061,"€ 97,095.49",327,"€ 22,391.59",€ 68.48,111,"€ 6,334.98",€57.1,197,"€ 15,169.00",€77.0,0,€ 0.00,0,0,€ 0.00,€0.0,19,€ 887.61,€46.7,18,45,,,,,,,,,,,,,,,,,,,,,104,"€ 3,996.95",€ 38.43,44,"€ 1,457.92",€33.13,38,"€ 1,596.00",€42.0,0,€ 0.00,€0.0,0,0,€0.0,22,943.0327869,€42.9,9,36,1418,"€ 32,449.76",€ 22.88,812,"€ 16,331.12",€ 20.11,223,"€ 5,352.00",€24.0,0,€ 0.00,€0.0,80,2136.098361,€26.7,303,8630.538,€28.5,4,121,682,"€ 12,917.63",€ 18.94,453,"€ 7,983.68",€ 17.62,11,€ 220.00,€20.0,0,€ 0.00,€0.0,54,1165.609918,€21.6,164,3548.3382,€21.6,8,5,757,"€ 9,282.65",€ 12.26,331,"€ 4,282.15",€ 12.94,12,€ 168.00,€14.0,130,682.1233607,€5.2,25,429.1540984,€17.2,259,3721.2192,€14.4,0,9,,,,,,,,,,,,,,,,,,,,,379,"€ 4,375.10",€ 11.54,257,"€ 2,798.43",€ 10.89,4,€ 56.00,€14.0,23,€ 86.25,€3.7,8,€ 141.55,€17.7,87,1292.8716,€14.9,50,0,37,"€ 6,474.80",€ 174.99,2,€ 491.80,€ 245.90,32,"€ 5,248.00",€164.0,0,€ 0.00,,0,€ 0.00,,3,735,€ 245.00,0,1,51,"€ 5,207.02",€ 102.10,33,"€ 2,646.40",€ 80.19,18,"€ 2,560.62",€142.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2043,"€ 42,326.48",€ 20.72,535,"€ 30,369.62",€ 56.77,153,€ 768.37,€ 5.02,167,"€ 3,872.41",€ 23.19,857,"€ 19,758.61",€ 23.06,570,11,21,2,142,20,35,45,162,0,16,64,8,85,2,41,8,0,8,1,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 97,095.49",€ 0.00
LBA,17.00,01/12/2024,24-25,9,13,1,Venezia,45627.7083Venezia,346,4162,4508,"€ 102,835.73",342,"€ 23,081.16",€ 67.49,111,"€ 6,334.98",€57.1,193,"€ 14,861.00",€77.0,0,€ 0.00,0,0,€ 0.00,€0.0,38,"€ 1,885.18",€49.6,18,40,,,,,,,,,,,,,,,,,,,,,112,"€ 4,412.09",€ 39.39,44,"€ 1,457.92",€33.13,42,"€ 1,764.00",€42.0,0,€ 0.00,€0.0,0,0,€0.0,26,1190.166885,€45.8,9,44,1645,"€ 36,126.66",€ 21.96,812,"€ 16,331.12",€ 20.11,210,"€ 5,040.00",€24.0,0,€ 0.00,€0.0,69,1874.242623,€27.2,554,12881.302,€23.3,4,125,690,"€ 12,830.75",€ 18.60,453,"€ 7,983.68",€ 17.62,5,€ 100.00,€20.0,0,€ 0.00,€0.0,62,1343.316393,€21.7,170,3403.752,€20.0,8,16,859,"€ 9,901.78",€ 11.53,331,"€ 4,282.15",€ 12.94,12,€ 168.00,€14.0,224,1117.897705,€5.0,40,682.3959016,€17.1,252,3651.3338,€14.5,0,32,,,,,,,,,,,,,,,,,,,,,408,"€ 4,873.60",€ 11.95,257,"€ 2,798.43",€ 10.89,4,€ 56.00,€14.0,16,€ 71.68,€4.5,20,€ 319.72,€16.0,111,1627.776,€14.7,50,0,36,"€ 6,229.80",€ 173.05,2,€ 491.80,€ 245.90,32,"€ 5,248.00",€164.0,0,€ 0.00,,0,€ 0.00,,2,490,€ 245.00,0,0,51,"€ 5,207.02",€ 102.10,33,"€ 2,646.40",€ 80.19,18,"€ 2,560.62",€142.3,0,0,0,0,0,0,0,0,0,0,0,19,172.8688525,€9.1,,0,2043,"€ 42,326.48",€ 20.72,516,"€ 29,797.62",€ 57.75,240,"€ 1,189.57",€ 4.96,191,"€ 4,219.67",€ 22.09,1153,"€ 25,129.51",€ 21.79,796,14,2,19,164,20,5,30,300,0,13,63,2,92,0,52,7,5,2,34,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 102,835.73"
LBA,17.00,14/12/2024,24-25,6,14,1,Milano,45640.7083Milano,324,4355,4679,"€ 113,948.30",367,"€ 25,459.84",€ 69.37,111,"€ 6,334.98",€57.1,208,"€ 16,016.00",€77.0,0,€ 0.00,0,0,€ 0.00,€0.0,48,"€ 3,108.86",€64.8,18,31,,,,,,,,,,,,,,,,,,,,,119,"€ 5,274.33",€ 44.32,44,"€ 1,457.92",€ 33.13,42,"€ 1,764.00",€42.0,0,€ 0.00,€0.0,0,0,€0.0,33,2052.408197,€62.2,9,44,1677,"€ 39,221.26",€ 23.39,812,"€ 16,331.12",€ 20.11,208,"€ 4,992.00",€24.0,0,0,0,69,1874.242623,€27.2,588,16023.896,€27.3,4,122,713,"€ 13,814.02",€ 19.37,453,"€ 7,983.68",€ 17.62,14,€ 280.00,€20.0,0,0,0,62,1343.316393,€21.7,184,4207.0248,€22.9,8,9,950,"€ 13,158.76",€ 13.85,331,"€ 4,282.15",€ 12.94,30,€ 420.00,€14.0,134,693.9204918,€5.2,40,682.3959016,€17.1,415,7080.2901,€17.1,0,8,,,,,,,,,,,,,,,,,,,,,388,"€ 4,848.56",€ 12.50,257,"€ 2,798.43",€ 10.89,4,€ 56.00,€14.0,17,€ 80.83,€4.8,20,€ 319.72,€16.0,90,1593.5895,€17.7,50,20,38,"€ 6,475.68",€ 170.41,2,€ 491.80,€ 245.90,32,"€ 5,248.00",€164.0,0,0,,0,0,,4,735.882,€ 183.97,0,1,51,"€ 5,207.02",€ 102.10,33,"€ 2,646.40",€ 80.19,18,"€ 2,560.62",€142.3,0,0,0,0,0,0,0,0,0,0,0,52,488.8360656,€9.4,,0,2043,"€ 42,326.48",€ 20.72,556,"€ 31,336.62",€ 56.36,151,€ 774.75,€ 5.13,191,"€ 4,219.67",€ 22.09,1362,"€ 34,801.95",€ 25.55,988,28,0,50,33,0,38,75,330,0,63,74,4,83,0,45,5,1,2,21,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 113,948.30"
LBA,20.30,28/12/2024,24-25,16,13,2,Napoli,45654.8541Napoli,355,4178,4533,"€ 104,010.08",351,"€ 23,461.24",€ 66.84,111,"€ 6,334.98",€57.1,192,"€ 14,784.00",€77.0,0,€ 0.00,0,4,€ 234.88,€58.7,44,"€ 2,107.38",€47.9,18,44,,,,,,,,,,,,,,,,,,,,,119,"€ 3,975.93",€ 33.41,44,"€ 1,457.92",€ 33.13,27,"€ 1,134.00",€42.0,0,€ 0.00,€0.0,2,89.34012295,€44.7,46,1294.671639,€28.1,9,37,1639,"€ 36,064.06",€ 22.00,812,"€ 16,331.12",€ 20.11,189,"€ 4,536.00",€24.0,0,0,0,119,2807.886098,€23.6,519,12389.0536,€23.9,4,139,717,"€ 13,246.32",€ 18.47,453,"€ 7,983.68",€ 17.62,8,€ 160.00,€20.0,0,0,0,49,924.7854098,€18.9,207,4177.8506,€20.2,8,3,879,"€ 11,600.99",€ 13.20,331,"€ 4,282.15",€ 12.94,9,€ 126.00,€14.0,83,434.7262295,€5.2,22,342.3527828,€15.6,434,6415.7634,€14.8,0,18,,,,,,,,,,,,,,,,,,,,,388,"€ 4,714.72",€ 12.15,257,"€ 2,798.43",€ 10.89,4,€ 56.00,€14.0,13,€ 52.62,€4.0,11,€ 169.64,€15.4,103,1638.0234,€15.9,50,20,34,"€ 5,739.80",€ 168.82,2,€ 491.80,€ 245.90,32,"€ 5,248.00",€164.0,0,0,,0,0,,0,0,,0,5,51,"€ 5,207.02",€ 102.10,33,"€ 2,646.40",€ 80.19,18,"€ 2,560.62",€142.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2043,"€ 42,326.48",€ 20.72,479,"€ 28,604.62",€ 59.72,96,€ 487.35,€ 5.08,207,"€ 4,568.89",€ 22.07,1353,"€ 28,022.74",€ 20.71,847,13,3,2,184,0,21,66,224,171,29,49,9,94,0,51,26,2,2,33,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 104,010.08"
